person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
48,75299,RENT,18.0,EDUCATION,A,6704,,0,0.09,N,14
58,43594,MORTGAGE,28.0,EDUCATION,A,7688,6.22,0,0.18,N,9
22,49967,MORTGAGE,,DEBTCONSOLIDATION,B,16835,8.89,0,0.34,N,2
51,23758,MORTGAGE,11.0,HOMEIMPROVEMENT,D,4651,14.53,0,0.2,N,21
29,42199,MORTGAGE,4.0,VENTURE,A,3063,7.41,0,0.07,N,8
29,47805,OWN,9.0,MEDICAL,D,11341,15.01,1,0.24,N,2
38,181751,MORTGAGE,1.0,PERSONAL,A,10142,6.2,0,0.06,Y,10
65,28113,OWN,,DEBTCONSOLIDATION,C,9216,12.21,0,0.33,N,24
53,101934,RENT,12.0,EDUCATION,D,16932,14.35,0,0.17,N,3
52,80694,MORTGAGE,16.0,PERSONAL,B,25593,,0,0.32,N,27
42,56405,OWN,0.0,MEDICAL,B,13017,8.05,1,0.23,N,15
47,118102,MORTGAGE,18.0,DEBTCONSOLIDATION,C,34337,12.53,0,0.29,N,13
51,59044,OWN,,DEBTCONSOLIDATION,B,6112,,1,0.1,N,32
69,59550,RENT,3.0,PERSONAL,C,2355,12.49,0,0.04,N,27
26,47735,RENT,,DEBTCONSOLIDATION,C,9056,,1,0.19,Y,2
48,90380,RENT,8.0,EDUCATION,A,17086,5.09,0,0.19,N,20
27,84815,RENT,3.0,PERSONAL,D,22515,16.43,1,0.27,N,7
20,35852,RENT,0.0,HOMEIMPROVEMENT,A,12274,5.04,1,0.34,N,2
22,25346,MORTGAGE,3.0,DEBTCONSOLIDATION,E,6402,17.68,1,0.25,N,2
43,44289,RENT,11.0,VENTURE,A,1834,6.47,0,0.04,N,6
42,32858,RENT,19.0,VENTURE,C,12504,12.15,0,0.38,N,7
27,47488,OWN,4.0,HOMEIMPROVEMENT,A,12308,5.96,1,0.26,Y,4
66,91009,MORTGAGE,8.0,HOMEIMPROVEMENT,A,1969,6.23,0,0.02,N,17
56,39001,RENT,24.0,DEBTCONSOLIDATION,A,1592,7.16,1,0.04,Y,32
22,47982,MORTGAGE,,MEDICAL,C,1254,11.57,0,0.03,N,3
52,50463,MORTGAGE,0.0,DEBTCONSOLIDATION,B,11306,8.72,1,0.22,N,15
47,74922,RENT,26.0,DEBTCONSOLIDATION,D,28541,16.8,0,0.38,N,26
66,15939,RENT,4.0,PERSONAL,A,3661,7.17,0,0.23,N,16
27,36194,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9794,13.66,0,0.27,N,3
53,54482,MORTGAGE,29.0,MEDICAL,C,19223,13.13,0,0.35,N,12
54,89325,MORTGAGE,32.0,MEDICAL,A,6905,7.1,0,0.08,N,8
51,38332,RENT,0.0,VENTURE,B,3431,10.68,0,0.09,N,19
43,19181,RENT,24.0,PERSONAL,B,6353,9.04,0,0.33,N,19
33,66826,OWN,9.0,MEDICAL,B,18349,10.52,1,0.27,Y,5
51,35679,RENT,15.0,DEBTCONSOLIDATION,B,2737,8.46,0,0.08,N,25
65,27042,RENT,23.0,EDUCATION,C,1484,13.23,0,0.05,N,3
62,35876,MORTGAGE,,MEDICAL,A,8941,7.3,1,0.25,N,27
35,44700,RENT,1.0,DEBTCONSOLIDATION,C,13326,11.42,0,0.3,Y,8
23,36229,MORTGAGE,1.0,MEDICAL,E,9202,17.17,1,0.25,N,2
56,16272,MORTGAGE,7.0,EDUCATION,B,5719,8.34,0,0.35,N,14
40,76767,RENT,3.0,MEDICAL,B,30080,8.93,1,0.39,N,18
33,92729,MORTGAGE,4.0,MEDICAL,A,23635,,0,0.25,N,10
50,67897,RENT,0.0,VENTURE,D,19411,15.24,1,0.29,N,27
67,27754,MORTGAGE,31.0,HOMEIMPROVEMENT,A,6213,7.19,0,0.22,N,23
37,44322,RENT,,MEDICAL,B,7227,9.34,0,0.16,N,18
26,48861,RENT,7.0,HOMEIMPROVEMENT,E,12279,18.12,1,0.25,N,3
29,66131,MORTGAGE,1.0,MEDICAL,B,16836,8.73,1,0.25,N,7
26,68471,RENT,7.0,EDUCATION,C,24365,11.63,0,0.36,N,7
52,33959,MORTGAGE,10.0,VENTURE,B,9796,9.1,0,0.29,N,22
42,51072,RENT,,VENTURE,A,17351,6.13,1,0.34,N,15
40,61613,RENT,8.0,MEDICAL,C,18352,,1,0.3,N,13
38,101509,OWN,0.0,PERSONAL,A,17820,6.73,0,0.18,N,6
67,69720,RENT,9.0,PERSONAL,C,11966,11.43,1,0.17,N,38
38,72731,RENT,17.0,EDUCATION,A,14967,6.65,0,0.21,Y,5
55,51119,MORTGAGE,,EDUCATION,D,2809,,0,0.05,Y,30
48,99233,MORTGAGE,20.0,VENTURE,A,6505,6.92,0,0.07,N,26
37,60167,MORTGAGE,9.0,PERSONAL,B,6257,10.37,0,0.1,N,14
21,31871,MORTGAGE,2.0,HOMEIMPROVEMENT,B,5909,9.37,0,0.19,N,2
20,98882,RENT,1.0,EDUCATION,B,28345,8.1,1,0.29,Y,2
66,69490,MORTGAGE,9.0,EDUCATION,B,15866,10.29,0,0.23,N,5
24,39280,RENT,3.0,MEDICAL,B,11021,9.12,1,0.28,Y,3
39,38570,MORTGAGE,2.0,EDUCATION,A,9484,7.32,0,0.25,N,17
30,56856,RENT,4.0,DEBTCONSOLIDATION,B,16358,8.29,0,0.29,N,3
61,61795,OTHER,11.0,PERSONAL,B,1461,8.13,0,0.02,Y,3
21,54103,MORTGAGE,,MEDICAL,B,16732,8.68,0,0.31,N,2
22,57276,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4233,6.49,0,0.07,Y,2
42,114688,MORTGAGE,12.0,VENTURE,F,13128,20.31,1,0.11,N,5
31,83765,MORTGAGE,11.0,EDUCATION,B,6202,8.1,0,0.07,N,5
39,53923,MORTGAGE,18.0,MEDICAL,A,3939,6.98,0,0.07,N,18
24,78484,RENT,5.0,VENTURE,B,16197,10.77,1,0.21,N,5
56,29253,RENT,21.0,DEBTCONSOLIDATION,D,1088,15.89,0,0.04,N,7
57,59812,RENT,17.0,DEBTCONSOLIDATION,A,19047,6.26,0,0.32,Y,19
49,121134,RENT,25.0,EDUCATION,C,4301,13.26,0,0.04,N,21
28,43957,OWN,6.0,DEBTCONSOLIDATION,B,16640,7.92,0,0.38,N,4
53,32086,OWN,21.0,PERSONAL,A,7029,6.76,0,0.22,N,25
63,35381,OWN,8.0,PERSONAL,C,1421,11.27,0,0.04,N,19
54,28429,MORTGAGE,8.0,HOMEIMPROVEMENT,B,4749,7.68,0,0.17,Y,31
41,33110,MORTGAGE,2.0,EDUCATION,A,5971,,0,0.18,N,2
63,40731,RENT,20.0,PERSONAL,D,7845,14.8,0,0.19,N,24
43,24275,RENT,,EDUCATION,C,5433,,0,0.22,Y,10
36,49405,RENT,2.0,MEDICAL,D,1265,15.83,0,0.03,Y,10
29,76967,RENT,5.0,VENTURE,C,3850,13.33,0,0.05,Y,3
49,31136,MORTGAGE,20.0,VENTURE,C,2378,12.08,0,0.08,N,17
65,104782,OWN,18.0,EDUCATION,D,7503,14.04,0,0.07,N,37
42,63284,OWN,20.0,MEDICAL,A,8157,5.84,0,0.13,N,14
51,82066,MORTGAGE,14.0,DEBTCONSOLIDATION,C,11006,12.01,0,0.13,N,18
36,35280,MORTGAGE,10.0,HOMEIMPROVEMENT,B,11456,9.32,0,0.32,N,12
69,75151,RENT,5.0,EDUCATION,A,21800,6.87,0,0.29,Y,3
36,28396,MORTGAGE,4.0,DEBTCONSOLIDATION,B,1849,8.48,0,0.07,N,5
33,76505,RENT,5.0,VENTURE,A,5814,5.72,0,0.08,N,13
28,53418,RENT,6.0,PERSONAL,C,21148,,1,0.4,Y,3
59,64642,RENT,31.0,PERSONAL,B,24763,8.03,0,0.38,N,2
21,27233,RENT,2.0,PERSONAL,E,4274,,1,0.16,N,2
64,31334,RENT,27.0,VENTURE,A,1716,,1,0.05,N,24
44,66079,RENT,12.0,EDUCATION,B,22464,10.25,0,0.34,N,7
58,30510,MORTGAGE,18.0,MEDICAL,A,1895,6.22,0,0.06,N,17
28,61796,MORTGAGE,9.0,PERSONAL,B,10368,9.97,0,0.17,N,3
41,24746,RENT,12.0,DEBTCONSOLIDATION,C,3543,13.3,0,0.14,N,15
62,74913,RENT,17.0,EDUCATION,C,8771,12.5,0,0.12,Y,13
65,26469,MORTGAGE,28.0,DEBTCONSOLIDATION,C,5637,12.03,0,0.21,N,28
23,64611,RENT,3.0,DEBTCONSOLIDATION,D,13922,15.75,1,0.22,N,4
45,67024,MORTGAGE,26.0,PERSONAL,A,9066,6.64,0,0.14,N,4
48,34600,MORTGAGE,9.0,MEDICAL,B,4553,,0,0.13,N,20
64,65579,RENT,2.0,PERSONAL,C,2349,13.13,0,0.04,N,44
53,55838,RENT,24.0,DEBTCONSOLIDATION,B,3986,9.69,0,0.07,N,5
42,37443,RENT,7.0,MEDICAL,A,8196,5.62,1,0.22,N,18
56,29605,RENT,24.0,PERSONAL,B,3122,7.55,0,0.11,N,8
30,18373,RENT,0.0,PERSONAL,B,4628,8.06,1,0.25,Y,6
25,58385,MORTGAGE,6.0,MEDICAL,B,14892,8.57,1,0.26,N,4
37,22417,RENT,3.0,DEBTCONSOLIDATION,C,1497,13.38,0,0.07,N,10
40,51414,OWN,18.0,VENTURE,B,15062,8.71,0,0.29,N,18
61,42970,OWN,37.0,DEBTCONSOLIDATION,A,2363,7.26,0,0.05,N,42
55,68842,RENT,25.0,EDUCATION,A,17691,,1,0.26,Y,15
60,42149,RENT,37.0,PERSONAL,D,3751,15.7,0,0.09,N,38
57,41575,RENT,18.0,DEBTCONSOLIDATION,E,10075,17.97,0,0.24,N,3
53,70681,RENT,30.0,PERSONAL,C,8782,13.24,0,0.12,N,25
36,57961,MORTGAGE,6.0,DEBTCONSOLIDATION,B,18648,9.48,1,0.32,N,16
56,57415,RENT,22.0,EDUCATION,E,13540,17.53,0,0.24,Y,34
44,61984,MORTGAGE,7.0,PERSONAL,C,14223,11.62,0,0.23,N,24
57,22747,RENT,35.0,VENTURE,D,6339,14.06,1,0.28,N,13
31,71567,RENT,4.0,DEBTCONSOLIDATION,C,28020,12.55,0,0.39,N,4
42,66584,OWN,,DEBTCONSOLIDATION,B,24887,10.61,0,0.37,N,21
61,29485,MORTGAGE,14.0,PERSONAL,B,6848,10.99,1,0.23,N,6
41,43388,RENT,10.0,EDUCATION,A,15025,5.22,0,0.35,Y,2
40,48066,RENT,21.0,VENTURE,A,17877,5.67,0,0.37,N,12
46,45832,OWN,8.0,VENTURE,C,16861,13.59,0,0.37,N,10
50,57926,RENT,16.0,VENTURE,D,14465,16.75,1,0.25,Y,8
25,100276,RENT,1.0,EDUCATION,C,22471,12.94,1,0.22,N,3
46,84194,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4302,8.05,1,0.05,Y,18
59,25435,RENT,9.0,VENTURE,A,8127,5.27,0,0.32,N,3
53,66905,MORTGAGE,30.0,HOMEIMPROVEMENT,A,6022,6.45,0,0.09,N,20
31,95269,OWN,8.0,MEDICAL,B,7155,10.01,0,0.08,N,4
64,59480,MORTGAGE,13.0,MEDICAL,B,6254,,0,0.11,N,41
26,84583,MORTGAGE,6.0,DEBTCONSOLIDATION,B,26332,9.16,1,0.31,N,6
29,134072,OWN,6.0,VENTURE,A,5354,6.07,0,0.04,N,10
64,81785,MORTGAGE,23.0,DEBTCONSOLIDATION,F,30102,21.91,0,0.37,N,23
36,55528,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20837,,0,0.38,N,5
45,82664,RENT,6.0,VENTURE,D,3516,15.91,0,0.04,N,9
40,52703,RENT,0.0,MEDICAL,B,16872,9.01,0,0.32,N,2
47,49610,MORTGAGE,28.0,PERSONAL,A,11156,7.45,0,0.22,N,5
65,41121,OWN,21.0,PERSONAL,C,7069,13.84,0,0.17,N,8
21,107120,RENT,2.0,EDUCATION,C,33689,13.85,1,0.31,Y,2
62,32558,MORTGAGE,35.0,EDUCATION,B,8374,10.86,0,0.26,N,26
20,105470,RENT,1.0,EDUCATION,B,9838,7.95,0,0.09,N,2
55,62939,MORTGAGE,12.0,EDUCATION,A,13734,5.61,0,0.22,N,30
45,24351,MORTGAGE,10.0,EDUCATION,C,6208,13.41,0,0.25,N,2
48,58913,MORTGAGE,21.0,MEDICAL,D,17578,16.18,1,0.3,N,25
40,17154,RENT,21.0,PERSONAL,A,6533,5.35,0,0.38,N,19
30,67020,OWN,5.0,PERSONAL,A,10337,6.85,0,0.15,N,5
59,76314,RENT,26.0,VENTURE,D,11701,14.67,1,0.15,N,21
30,36454,RENT,9.0,MEDICAL,A,14427,5.18,0,0.4,N,9
55,52144,RENT,35.0,MEDICAL,C,11275,11.45,1,0.22,N,28
68,130232,OWN,,VENTURE,B,30316,8.17,0,0.23,Y,40
58,38067,RENT,9.0,HOMEIMPROVEMENT,B,12544,7.9,0,0.33,N,36
59,28869,RENT,29.0,MEDICAL,B,6130,9.6,0,0.21,N,26
54,102829,MORTGAGE,12.0,VENTURE,A,17327,7.17,0,0.17,N,15
53,130782,MORTGAGE,32.0,DEBTCONSOLIDATION,A,17705,7.29,0,0.14,N,32
66,49111,MORTGAGE,25.0,HOMEIMPROVEMENT,C,11479,13.14,1,0.23,N,6
43,81286,MORTGAGE,0.0,MEDICAL,C,30688,13.74,1,0.38,N,18
41,95869,RENT,8.0,VENTURE,C,12323,11.5,1,0.13,N,11
24,33818,MORTGAGE,0.0,PERSONAL,C,7705,13.69,1,0.23,N,4
52,38458,MORTGAGE,0.0,VENTURE,A,2702,7.41,0,0.07,N,29
55,90711,RENT,23.0,DEBTCONSOLIDATION,A,11404,5.92,0,0.13,N,17
66,113835,RENT,24.0,MEDICAL,C,34598,11.7,0,0.3,N,5
39,64954,RENT,0.0,DEBTCONSOLIDATION,B,9380,9.38,1,0.14,Y,6
38,31574,RENT,9.0,MEDICAL,A,6606,5.64,1,0.21,Y,11
54,132393,OWN,18.0,DEBTCONSOLIDATION,A,33859,6.78,1,0.26,Y,21
62,37590,OWN,28.0,VENTURE,A,4877,5.55,0,0.13,Y,7
36,41457,MORTGAGE,8.0,PERSONAL,B,11103,7.74,1,0.27,Y,12
64,58172,OWN,35.0,VENTURE,C,19720,11.88,0,0.34,N,18
62,106625,RENT,11.0,EDUCATION,D,8676,15.49,0,0.08,N,42
53,75130,MORTGAGE,2.0,PERSONAL,D,2580,14.74,1,0.03,N,4
28,60320,RENT,1.0,HOMEIMPROVEMENT,D,16787,16.55,0,0.28,N,9
45,61799,MORTGAGE,17.0,EDUCATION,D,10600,16.24,1,0.17,N,21
21,50099,RENT,1.0,HOMEIMPROVEMENT,B,16412,10.12,1,0.33,Y,2
28,64800,MORTGAGE,,EDUCATION,A,25750,7.45,0,0.4,N,5
28,13838,RENT,7.0,EDUCATION,C,1473,12.1,1,0.11,N,3
59,42264,RENT,15.0,DEBTCONSOLIDATION,A,15222,,0,0.36,N,25
36,55307,RENT,0.0,EDUCATION,A,12624,6.43,0,0.23,N,7
20,27570,MORTGAGE,0.0,VENTURE,A,1269,7.49,0,0.05,N,2
44,59466,MORTGAGE,16.0,VENTURE,B,18077,9.46,0,0.3,N,16
62,44256,RENT,27.0,VENTURE,B,13663,10.78,0,0.31,N,35
59,117917,MORTGAGE,29.0,DEBTCONSOLIDATION,A,18799,5.61,0,0.16,N,21
61,107635,OWN,21.0,VENTURE,B,18619,10.84,1,0.17,N,18
44,38835,MORTGAGE,25.0,MEDICAL,D,4967,16.07,0,0.13,Y,20
58,45459,MORTGAGE,11.0,DEBTCONSOLIDATION,B,14211,8.63,0,0.31,N,21
54,47241,RENT,31.0,EDUCATION,D,7634,14.7,1,0.16,N,17
22,39111,RENT,2.0,MEDICAL,A,6968,,1,0.18,N,3
69,54041,MORTGAGE,20.0,DEBTCONSOLIDATION,A,1840,6.04,0,0.03,N,50
56,33552,MORTGAGE,6.0,VENTURE,B,6083,8.2,0,0.18,N,5
63,27852,MORTGAGE,24.0,HOMEIMPROVEMENT,B,2461,9.94,0,0.09,N,19
63,66926,MORTGAGE,19.0,VENTURE,C,22318,12.48,0,0.33,Y,37
49,67155,RENT,21.0,HOMEIMPROVEMENT,C,16405,11.43,0,0.24,N,22
57,32788,MORTGAGE,16.0,DEBTCONSOLIDATION,C,4472,12.1,0,0.14,N,36
53,76701,RENT,29.0,EDUCATION,E,16847,17.58,0,0.22,Y,31
31,35746,OTHER,5.0,PERSONAL,B,8163,7.83,0,0.23,N,7
38,55635,RENT,10.0,MEDICAL,A,7575,7.21,0,0.14,N,19
56,73878,OWN,26.0,VENTURE,B,5843,7.84,0,0.08,N,22
63,48203,OWN,34.0,EDUCATION,A,8739,6.61,0,0.18,N,33
68,61535,RENT,15.0,PERSONAL,A,15852,7.43,1,0.26,N,6
36,37865,RENT,3.0,EDUCATION,A,3509,,0,0.09,N,14
29,44434,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10157,9.69,0,0.23,N,10
68,44226,MORTGAGE,21.0,VENTURE,A,15516,5.52,0,0.35,N,24
66,33749,RENT,27.0,MEDICAL,A,13432,6.54,0,0.4,N,31
31,44873,MORTGAGE,3.0,EDUCATION,C,8432,13.63,0,0.19,N,12
35,22599,MORTGAGE,1.0,EDUCATION,B,1734,9.22,0,0.08,N,9
43,38346,RENT,5.0,PERSONAL,C,3453,13.19,0,0.09,N,16
38,42512,RENT,8.0,PERSONAL,C,16148,12.51,0,0.38,Y,10
27,43127,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4016,7.47,0,0.09,N,7
50,43445,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12194,5.56,0,0.28,N,22
40,47530,OWN,9.0,PERSONAL,A,15819,7.05,0,0.33,N,3
36,62300,MORTGAGE,16.0,PERSONAL,D,7625,16.4,0,0.12,N,11
42,75906,RENT,2.0,EDUCATION,C,8404,12.0,0,0.11,Y,19
56,35423,RENT,12.0,MEDICAL,A,11507,6.95,0,0.32,N,32
35,26860,RENT,8.0,EDUCATION,B,5003,8.8,0,0.19,N,13
25,29114,RENT,5.0,EDUCATION,E,3313,19.31,0,0.11,N,6
27,38422,MORTGAGE,1.0,EDUCATION,B,5623,10.99,0,0.15,N,7
44,41111,MORTGAGE,1.0,HOMEIMPROVEMENT,C,4163,13.7,0,0.1,Y,17
37,33356,RENT,10.0,VENTURE,A,12511,6.77,0,0.38,N,5
44,25640,RENT,13.0,VENTURE,A,8186,5.75,1,0.32,N,25
31,39024,MORTGAGE,0.0,MEDICAL,C,8015,11.79,0,0.21,N,11
34,53675,MORTGAGE,6.0,DEBTCONSOLIDATION,C,16261,11.53,0,0.3,N,4
45,66006,MORTGAGE,15.0,DEBTCONSOLIDATION,C,8782,12.02,1,0.13,N,12
60,37096,MORTGAGE,13.0,PERSONAL,B,6214,8.37,0,0.17,Y,30
64,39874,OWN,15.0,EDUCATION,B,9621,9.98,0,0.24,Y,6
45,30842,MORTGAGE,,MEDICAL,C,7938,12.34,1,0.26,N,19
66,48256,RENT,8.0,PERSONAL,A,3988,5.99,0,0.08,N,4
51,32073,RENT,30.0,MEDICAL,B,6156,10.08,0,0.19,N,9
29,65288,RENT,5.0,VENTURE,D,6512,16.31,0,0.1,N,6
35,20071,OWN,4.0,MEDICAL,A,2596,5.18,0,0.13,N,15
26,40953,MORTGAGE,2.0,EDUCATION,B,12554,10.83,0,0.31,Y,4
36,56985,MORTGAGE,16.0,MEDICAL,C,15185,12.36,0,0.27,N,6
42,53740,RENT,3.0,DEBTCONSOLIDATION,G,19734,22.66,1,0.37,N,4
45,188436,RENT,11.0,EDUCATION,B,10971,8.15,0,0.06,Y,13
40,58390,RENT,18.0,VENTURE,B,21372,9.65,0,0.37,Y,16
41,29672,RENT,17.0,PERSONAL,D,11640,16.69,0,0.39,N,17
26,46735,MORTGAGE,2.0,PERSONAL,C,7487,12.97,0,0.16,N,6
33,20168,MORTGAGE,11.0,MEDICAL,C,3910,13.61,1,0.19,N,4
34,47084,MORTGAGE,15.0,PERSONAL,B,14688,8.97,1,0.31,N,12
26,32320,MORTGAGE,4.0,PERSONAL,B,11264,9.96,1,0.35,N,7
28,77473,MORTGAGE,4.0,PERSONAL,B,12999,8.75,0,0.17,N,6
67,37243,OWN,3.0,VENTURE,D,14434,15.69,0,0.39,N,13
27,46240,RENT,2.0,VENTURE,D,13416,16.24,0,0.29,N,4
69,35675,OWN,22.0,EDUCATION,A,3864,5.84,0,0.11,Y,10
42,116941,OWN,2.0,VENTURE,B,29194,,0,0.25,N,19
48,41746,MORTGAGE,25.0,EDUCATION,B,2017,9.99,0,0.05,Y,4
37,122550,RENT,11.0,VENTURE,E,9373,,0,0.08,N,15
50,73649,RENT,2.0,MEDICAL,C,24143,13.69,1,0.33,Y,27
49,62382,RENT,,VENTURE,B,15378,7.71,0,0.25,N,25
58,58945,MORTGAGE,35.0,DEBTCONSOLIDATION,A,19835,5.38,0,0.34,N,38
54,59688,RENT,25.0,DEBTCONSOLIDATION,B,19336,9.83,0,0.32,N,5
37,18697,MORTGAGE,13.0,PERSONAL,A,5700,5.29,0,0.3,Y,17
61,42640,MORTGAGE,32.0,DEBTCONSOLIDATION,D,15991,,0,0.38,N,14
58,74800,RENT,2.0,PERSONAL,C,14901,12.88,1,0.2,Y,9
36,47836,OWN,8.0,DEBTCONSOLIDATION,B,1660,9.57,0,0.03,N,9
33,24279,MORTGAGE,4.0,EDUCATION,B,2315,9.54,0,0.1,N,6
50,47753,RENT,30.0,MEDICAL,D,8381,15.92,0,0.18,N,17
43,114927,MORTGAGE,8.0,PERSONAL,A,30493,5.45,0,0.27,N,3
54,91440,RENT,23.0,PERSONAL,A,32852,5.47,0,0.36,N,31
63,47524,RENT,28.0,VENTURE,E,11932,19.01,1,0.25,N,41
64,78883,MORTGAGE,2.0,DEBTCONSOLIDATION,C,24009,11.48,0,0.3,N,4
53,40812,MORTGAGE,18.0,VENTURE,D,16050,14.96,0,0.39,N,24
22,20911,OTHER,1.0,VENTURE,A,1815,5.38,0,0.09,N,2
56,30877,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5777,6.49,0,0.19,N,31
62,107092,MORTGAGE,32.0,EDUCATION,A,28994,6.19,0,0.27,Y,12
59,42744,MORTGAGE,11.0,PERSONAL,A,14481,6.46,0,0.34,N,22
45,43404,MORTGAGE,5.0,PERSONAL,C,13289,13.65,0,0.31,Y,25
42,42196,OWN,0.0,EDUCATION,A,12909,5.51,0,0.31,N,21
63,127015,RENT,5.0,EDUCATION,C,5734,13.36,0,0.05,N,32
58,110523,MORTGAGE,30.0,PERSONAL,A,21013,6.88,0,0.19,N,31
34,148655,RENT,13.0,PERSONAL,B,7505,9.43,0,0.05,N,2
68,45273,OWN,9.0,PERSONAL,F,12559,21.97,0,0.28,Y,2
23,56829,RENT,0.0,DEBTCONSOLIDATION,A,15905,7.32,1,0.28,N,3
48,22963,OWN,2.0,PERSONAL,B,9175,10.45,0,0.4,N,9
41,102587,RENT,19.0,MEDICAL,A,5685,6.77,0,0.06,N,17
44,27340,RENT,18.0,VENTURE,A,1201,6.78,0,0.04,Y,11
32,54632,MORTGAGE,12.0,MEDICAL,B,18388,8.44,0,0.34,N,3
37,28320,RENT,0.0,PERSONAL,B,2312,7.87,1,0.08,N,17
52,36518,OWN,2.0,EDUCATION,C,3025,12.61,0,0.08,N,28
35,32253,RENT,6.0,PERSONAL,C,4133,11.84,0,0.13,N,5
64,36172,RENT,21.0,MEDICAL,B,12765,9.18,1,0.35,N,20
61,37437,RENT,22.0,EDUCATION,A,5221,6.28,1,0.14,N,30
63,37267,MORTGAGE,17.0,VENTURE,B,7192,9.74,0,0.19,Y,42
21,74359,RENT,0.0,VENTURE,A,4671,6.83,0,0.06,N,2
54,28213,MORTGAGE,4.0,MEDICAL,B,5941,10.99,0,0.21,N,4
61,54735,RENT,7.0,MEDICAL,C,13466,12.03,1,0.25,N,12
53,90127,RENT,3.0,MEDICAL,A,19286,5.65,1,0.21,N,9
49,37926,RENT,0.0,HOMEIMPROVEMENT,C,13191,12.14,1,0.35,Y,8
32,34236,RENT,5.0,EDUCATION,D,5588,14.06,0,0.16,N,2
32,43684,MORTGAGE,9.0,VENTURE,C,11811,12.09,0,0.27,N,9
37,88420,MORTGAGE,6.0,HOMEIMPROVEMENT,A,19733,,0,0.22,N,18
51,54016,MORTGAGE,25.0,MEDICAL,B,8928,10.51,0,0.17,N,32
51,37586,RENT,7.0,EDUCATION,D,14480,14.65,1,0.39,N,28
54,62438,RENT,20.0,MEDICAL,B,8120,9.08,0,0.13,N,30
58,28250,RENT,25.0,PERSONAL,D,5364,,0,0.19,N,10
65,68918,MORTGAGE,30.0,PERSONAL,A,5719,5.68,0,0.08,Y,15
48,60132,RENT,11.0,PERSONAL,A,23627,7.44,0,0.39,N,6
68,42028,MORTGAGE,8.0,EDUCATION,C,9081,11.54,0,0.22,Y,31
48,32231,RENT,18.0,MEDICAL,C,11864,,0,0.37,N,25
63,31465,RENT,15.0,HOMEIMPROVEMENT,C,10010,13.16,0,0.32,N,29
35,64049,RENT,13.0,EDUCATION,E,20061,19.04,0,0.31,N,14
63,90625,RENT,33.0,DEBTCONSOLIDATION,A,13624,7.46,0,0.15,N,38
66,35644,MORTGAGE,23.0,DEBTCONSOLIDATION,A,9550,6.97,0,0.27,N,9
29,61647,RENT,1.0,DEBTCONSOLIDATION,D,4361,15.31,1,0.07,N,7
49,17265,MORTGAGE,30.0,HOMEIMPROVEMENT,A,6515,6.92,0,0.38,N,29
44,36595,RENT,24.0,EDUCATION,C,2924,,0,0.08,N,5
58,48265,MORTGAGE,10.0,PERSONAL,B,13647,8.43,0,0.28,Y,34
39,31106,RENT,20.0,VENTURE,A,6243,6.43,0,0.2,N,7
24,30691,MORTGAGE,3.0,MEDICAL,A,5647,6.73,1,0.18,N,5
20,35105,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7681,7.59,0,0.22,N,2
49,56732,MORTGAGE,24.0,DEBTCONSOLIDATION,D,3701,16.71,0,0.07,N,20
68,44637,RENT,18.0,MEDICAL,C,15175,,0,0.34,N,13
22,16008,MORTGAGE,1.0,EDUCATION,C,2930,12.91,1,0.18,N,2
64,16977,RENT,,EDUCATION,B,1421,8.53,0,0.08,Y,29
33,36191,RENT,11.0,PERSONAL,A,1335,7.48,0,0.04,N,8
49,61626,RENT,3.0,MEDICAL,A,10718,5.88,1,0.17,Y,10
69,12409,RENT,2.0,MEDICAL,B,1056,8.13,0,0.09,N,2
23,38182,OTHER,1.0,HOMEIMPROVEMENT,A,14973,7.31,0,0.39,N,2
37,37679,RENT,3.0,MEDICAL,A,4950,5.78,1,0.13,N,14
56,98141,OWN,16.0,DEBTCONSOLIDATION,B,4147,10.65,1,0.04,N,20
44,40436,MORTGAGE,12.0,VENTURE,B,4537,7.65,0,0.11,Y,22
67,59367,OWN,26.0,HOMEIMPROVEMENT,A,1721,6.26,0,0.03,N,33
20,52608,MORTGAGE,1.0,PERSONAL,B,13269,9.92,0,0.25,N,2
65,16894,RENT,31.0,HOMEIMPROVEMENT,B,1385,10.94,0,0.08,N,31
34,71977,OWN,2.0,VENTURE,A,20201,5.91,1,0.28,Y,2
28,54595,RENT,6.0,PERSONAL,E,8426,17.65,0,0.15,N,9
34,63204,MORTGAGE,6.0,EDUCATION,A,14788,5.07,0,0.23,N,10
68,300000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,15346,16.24,0,0.05,N,21
43,17291,MORTGAGE,24.0,PERSONAL,A,3719,5.63,0,0.22,Y,22
23,116116,RENT,1.0,MEDICAL,D,1259,15.59,0,0.01,N,4
